시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,점포구분명
동두천시,홈플러스(주)익스프레스동두천지행점,20120430,,1,정상영업,,0318668545,199.9,483020,경기도 동두천시 지행로 50 (지행동),"경기도 동두천시 지행동 718번지 2호 성지에스엔비타워 103,104호",483020,37.8920935484,127.0526012919,구분없음,204557.102323171    ,487718.114551363    ,준대규모점포
동두천시,롯데쇼핑(주)롯데슈퍼지행점,20120504,,3,폐업처리,20200727,031-865-5601,241.32,483020,경기도 동두천시 중앙로 130 (지행동),경기도 동두천시 지행동 693번지 1호,483020,37.8930217360,127.0525615547,구분없음,204552.560765899    ,487822.390972397    ,준대규모점포
동두천시,롯데쇼핑(주)롯데슈퍼동두천점,20120501,,3,폐업처리,20170907,,1838.4,483030,경기도 동두천시 평화로 2375 (생연동),경기도 동두천시 생연동 722번지,483030,37.8996382,127.0567286,구분없음,204926.887212884    ,488565.873404122    ,준대규모점포
동두천시,롯데쇼핑(주)롯데슈퍼동두천점,20110914,,3,폐업처리,20170907,,1838.4,,경기도 동두천시 평화로 2375 (생연동),경기도 동두천시 생연동 722번지,483030,37.8996382,127.0567286,구분없음,204926.887212884    ,488565.873404122    ,준대규모점포
부천시,홈플러스(주)익스프레스부천중동4점,20120410,,1,정상영업,,032-3222-8562,218.01,,경기도 부천시 길주로 219 (중동),경기도 부천시 중4동 1034번지 4호,420848,37.5047701515,126.7667880544,구분없음,179310.387487705    ,444754.844908383    ,준대규모점포
부천시,롯데쇼핑(주)롯데슈퍼범박점,20111013,,1,정상영업,,0222905853,771.1,,경기도 부천시 범안로 117 (범박동),경기도 부천시 범박동 155번지 2호,422804,37.4711289,126.8097116,구분없음,183100.664895005    ,441020.497008529    ,준대규모점포
부천시,홈플러스(주)익스프레스 부천역곡점,20120312,,1,정상영업,,032-8744-6597,491.4,,경기도 부천시 지봉로 53 (역곡동),경기도 부천시 역곡동 33번지 5호,420101,37.4866064377,126.8053107143,구분없음,182714.430093687    ,442733.520229671    ,준대규모점포
부천시,롯데쇼핑(주)  중동점,19961028,,1,정상영업,,3207114,43832.05,,경기도 부천시 길주로 300 (중동),경기도 부천시중동 1140호,14548,37.5025517408,126.7753741701,백화점,180053.344768654    ,444507.864924505    ,대규모점포
부천시,홈플러스(주) 부천소사점,20050228,,1,정상영업,,032 650 8124,17585.32,14676,"경기도 부천시 경인로 532, HOME PLUS 소사점 (괴안동)",경기도 부천시 괴안동 129-1 HOME PLUS 소사점,14676,37.4848653743,126.8143190732,대형마트,183505.045826262    ,442533.954308646    ,대규모점포
부천시,광성상가,19940219,,1,정상영업,,032 6845767,3893.2,420858,경기도 부천시 옥산로138번길 30 (춘의동),경기도 부천시춘의동 127번지 5   호,14527,,,그 밖의 대규모점포,180652              ,444857              ,대규모점포
부천시,부천역사쇼핑몰,20070709,,1,정상영업,,032 6564111,24748.62,,경기도 부천시 부천로 1 (심곡본동),경기도 부천시심곡본동 316번지 2호,14637,37.4839571376,126.7828033639,복합쇼핑몰,180724.082487894    ,442449.515665699    ,대규모점포
부천시,(주)현대백화점 중동점,20030902,,1,정상영업,,032-623-3013,28884.18,,경기도 부천시 길주로 180 (중동),경기도 부천시중동 1164번지,14546,37.5043171668,126.7620745903,백화점,178901.990959407    ,444701.557249589    ,대규모점포
부천시,홈플러스(주)익스프레스오정점,20111017,,1,정상영업,,0326718517,298.8,,경기도 부천시 오정로 246 (오정동),경기도 부천시 오정동 543번지 1호,421815,37.5293337946,126.7862404361,구분없음,181035.662995987    ,447474.882551727    ,준대규모점포
부천시,홈플러스(주)익스프레스부천중동2점,20120410,,1,정상영업,,,219.24,420852,경기도 부천시 중동로248번길 52 (중동),경기도 부천시 중1동 1145번지 2호,420021,37.5011857135,126.7716313138,복합쇼핑몰,179736.598392164    ,444356.06633069     ,준대규모점포
부천시,롯데슈퍼 중동점,20120402,,1,정상영업,,032-621-7400,479.3,420776,경기도 부천시 신흥로 190-1 (중동),경기도 부천시 중2동 1107번지 위브더스테이트아파트,420777,37.5009586667,126.7779132557,구분없음,180295.412186322    ,444337.383876059    ,준대규모점포
부천시,부천터미널 소풍,20071018,,1,정상영업,,032-624-6100,67922.98,,경기도 부천시 송내대로 239 (상동),경기도 부천시상동 539번지 1호,14545,37.5040335,126.7565745,쇼핑센터,178411.442063788    ,444684.40517583     ,
부천시,뉴코아부천점,20090923,,1,정상영업,,624-8119,25023.5,,경기도 부천시 송내대로 239 (상동),경기도 부천시 상동 539번지 1호,420030,37.5041752477,126.7566905848,쇼핑센터,178411.442063788    ,444684.40517583     ,대규모점포
부천시,스타필드시티 부천점,20190502,,1,정상영업,,02-380-9843,47606.26,,경기도 부천시 옥길로 1,경기도 부천시 옥길동 768번지,14789,37.4614460303,126.8139450028,쇼핑센터,183469.293244293    ,439943.266491886    ,대규모점포
부천시,롯데슈퍼 소사점,20120402,,1,정상영업,,032-344-7000,874.5,422810,경기도 부천시 은성로 82 (소사본동),"경기도 부천시 소사본3동 197번지 2,4,5호",422810,37.4749591171,126.7995159400,구분없음,182167.854653445    ,441454.977841417    ,준대규모점포
부천시,투나,20070417,,1,정상영업,,032-250-5000,45275.97,,"경기도 부천시 부일로 223 (상동,투나)",경기도 부천시상동 461번지 투나,420713,37.4887590,126.7553017,쇼핑센터,178293.171578447    ,442988.573961638    ,대규모점포
부천시,홈플러스(주)익스프레스부천상동점,20120410,,1,정상영업,,032-327-8536,218.7,420814,경기도 부천시 상일로 100 (상동),경기도 부천시 상1동 401번지 1호,420814,37.4913000839,126.7532096933,구분없음,178104.816448862    ,443262.007578106    ,준대규모점포
부천시,(주)지에스리테일부천약대점,20111006,,1,정상영업,,032-710-2500,447.05,,경기도 부천시 수도로 48 (약대동),경기도 부천시 약대동 122번지,420140,37.5135602,126.7715526,구분없음,179736.48297936     ,445737.94846499     ,준대규모점포
부천시,(주)세이브존아이앤씨부천상동점,20101210,,1,정상영업,,623-9000,7769.7,420747,경기도 부천시 길주로 105 (상동),"경기도 부천시 상3동 535번지 5, 6, 7호",420747,37.5063161,126.7537735,그 밖의 대규모점포,178201              ,444924              ,대규모점포
부천시,그레이스쇼핑,19900615,,1,정상영업,,032 6678811,16,422712,"경기도 부천시 경인로 231 (심곡본동, 아이쇼핑)",경기도 부천시심곡본동 호 545,14709,37.4834310,126.7809054,쇼핑센터,180589              ,442386              ,대규모점포
부천시,홈플러스(주)익스프레스중동3점,20111017,,1,정상영업,,,369.9,,경기도 부천시 중동로 143 (중동),경기도 부천시 중동 771번지,420844,37.4927267022,126.7665551300,구분없음,179285.803871194    ,443417.054389189    ,준대규모점포
부천시,홈플러스(주)부천상동점,20030110,,1,정상영업,,032 650 8124,43872,,경기도 부천시 길주로 118 (상동),경기도 부천시상동 540번지 1호,14545,37.5043271458,126.7550485645,대형마트,178267.428296201    ,444706.144870606    ,대규모점포
부천시,로얄쇼핑,20091229,,1,정상영업,,02-3147-2981,4423,,경기도 부천시 부천로 7 (심곡동),경기도 부천시 심곡2동 174번지 1호,420823,37.4849828,126.7820428,쇼핑센터,180657.801431836    ,442564.317899051    ,대규모점포
부천시,(주)현대백화점 중동점,20030807,,1,정상영업,,032-623-3013,51416.9,,경기도 부천시 길주로 180 (중동),경기도 부천시중동 1164호,14546,37.5043171668,126.7620745903,백화점,178901.990959407    ,444701.557249589    ,대규모점포
부천시,(주)이마트중동점,20100414,,1,정상영업,,032-718-1053,12833.18,,경기도 부천시 석천로 188 (중동),경기도 부천시 중1동 1157번지,420021,37.5040675095,126.7639551478,복합쇼핑몰,179059.890483458    ,444675.16067003     ,대규모점포
부천시,홈플러스(주)익스프레스도당점,20120410,,1,정상영업,,032-676-8545,618.2,,경기도 부천시 삼작로 294 (도당동),경기도 부천시 도당동 131번지 1호,420804,37.5199269664,126.7942740756,구분없음,181735.904125531    ,446428.074820548    ,준대규모점포
부천시,홈플러스(주)익스프레스중동점,20120410,,1,정상영업,,032-666-8542,318.1,420851,"경기도 부천시 신흥로 170, 1층 (중동, 위브더스테이트아파트)",경기도 부천시 중2동 1110번지 위브더스테이트아파트 1층,420776,37.4989525137,126.7778525813,구분없음,180285.453678745    ,444119.215668757    ,준대규모점포
부천시,홈플러스 주식회사 부천여월점,20081010,,1,정상영업,,680-8000,16035.41,,경기도 부천시 소사로 663 (여월동),경기도 부천시 여월동 301번지,421220,37.5158292022,126.8024259921,대형마트,182455.521209906    ,445978.59662723     ,대규모점포
부천시,고강제일시장,19900713,,1,정상영업,,032 6783078,1800.4,,경기도 부천시  고강로92번길  41 (고강동),경기도 부천시 고강동 318번지 318,14416,37.5283946,126.8144625,그 밖의 대규모점포,183533.515769762    ,447374.974013811    ,대규모점포
부천시,부천농축수산물 유통센터,19960705,,4,직권취소,,032 3482651,2864.9,,,경기도 부천시소사본동 133번지 14  호,14694,37.4785135,126.7969060,그 밖의 대규모점포,,,대규모점포
부천시,부천지하상가,19781124,,4,직권취소,,032 6512929,0,,경기도 부천시 자유로 43-8 (심곡본동),경기도 부천시심곡본동 544호,14709,37.4837639,126.7806896,그 밖의 대규모점포,180538.505430165    ,442427.9256108      ,대규모점포
부천시,부천프라자,19890617,,4,직권취소,,032 6820273,5637.4,,경기도 부천시 원종로 64 (원종동),경기도 부천시원종동 313번지 10  호,14424,37.5236791,126.8068725,그 밖의 대규모점포,182864.109601021    ,446854.109066958    ,대규모점포
부천시,홈플러스 주식회사 부천소사점,20050228,20110929,4,직권취소,,032 6108000,17585.32,,경기도 부천시 경인로 532 (괴안동),경기도 부천시괴안동 129번지 1호,14676,37.4847593,126.8142443,대형마트,183505.045826262    ,442533.954308646    ,대규모점포
부천시,원미종합시장,19811130,,4,직권취소,,000,0,,경기도 부천시 부천로90번길 51 (원미동),경기도 부천시원미동 127번지 5호,14571,37.4920922,126.7872459,그 밖의 대규모점포,181120.619864084    ,443351.146217568    ,대규모점포
부천시,동부시장,19850923,,4,직권취소,,000,2188.9,,경기도 부천시 경인로536번길 23 (괴안동),경기도 부천시괴안동 167호,14679,37.4846263,126.8156014,그 밖의 대규모점포,183624.50593295     ,442516.272486575    ,대규모점포
부천시,신라쇼핑타운,19941115,,4,직권취소,,032 3211193,1681,,,경기도 부천시상동 399호,14598,37.4900638,126.7502431,그 밖의 대규모점포,177848.103224707    ,443136.69525584     ,대규모점포
부천시,지지아나,20000502,,4,직권취소,,032 6122533,0,,경기도 부천시 부천로 7 (심곡동),경기도 부천시심곡동 174번지 1   호,14637,37.4849828,126.7820428,쇼핑센터,180657.801431836    ,442564.317899051    ,대규모점포
부천시,로얄백화점,19900921,,4,직권취소,,032 6571234,0,,경기도 부천시 부천로 7 (심곡동),경기도 부천시심곡동 174번지 1호,14637,37.4849828,126.7820428,백화점,180657.801431836    ,442564.317899051    ,대규모점포
부천시,투나,20070427,,4,직권취소,,032-250-5000,45275.97,,"경기도 부천시 부일로 223 (상동,투나)",경기도 부천시상동 461번지 투나,420713,37.4887590,126.7553017,쇼핑센터,178293.171578447    ,442988.573961638    ,대규모점포
부천시,두진쇼핑,19991020,,4,직권취소,,032 3480293,1618.89,,경기도 부천시 경인로 527 (괴안동),경기도 부천시괴안동 128번지 2   호,14676,37.4852083,126.8132934,그 밖의 대규모점포,183421.492883124    ,442584.46202445     ,준대규모점포
부천시,해태쇼핑,19961218,,4,직권취소,,032 6102500,26.7,,경기도 부천시 부천로 11 (심곡동),경기도 부천시심곡동 175번지 6호,14637,37.4853980,126.7824599,쇼핑센터,180695.719993375    ,442611.273044422    ,대규모점포
부천시,뉴코아 부천점,20090923,,4,직권취소,,02-530-5000,23107.98,,경기도 부천시 송내대로 239 (상동),경기도 부천시 상1동 539번지 1호,420031,37.5040335,126.7565745,쇼핑센터,178411.442063788    ,444684.40517583     ,대규모점포
부천시,원종중앙시장,19911218,,4,직권취소,,032 6721991,878.7,,경기도 부천시 성오로124번길 47 (원종동),경기도 부천시원종동 209번지 5호,14430,37.5249238,126.8022650,그 밖의 대규모점포,182454.953218332    ,446993.7296703      ,대규모점포
부천시,중동한신코아,19930429,,4,직권취소,,000,723.3,,,경기도 부천시중동 1183호,14581,37.4961218,126.7693787,그 밖의 대규모점포,179540.644310351    ,443802.438010657    ,대규모점포
부천시,동성종합상가,19930928,,4,직권취소,,000000000000,675.8,,,경기도 부천시중동 1181호,14579,37.4990146,126.7697203,그 밖의 대규모점포,179570.203854421    ,444123.104135799    ,대규모점포
부천시,오정종합시장,19840112,,4,직권취소,,032 6748989,0,,경기도 부천시 오정로232번길 50 (오정동),경기도 부천시오정동 572호,14437,37.5268417,126.7862975,그 밖의 대규모점포,181044.574550497    ,447207.809174814    ,대규모점포
부천시,로얄(ROYAL),20000719,,4,직권취소,,032226 2604,0,,경기도 부천시 부천로 3-1 (심곡동),경기도 부천시심곡동 173번지 1호,14637,37.4845952,126.7819648,쇼핑센터,180651.568345965    ,442520.822797636    ,대규모점포
부천시,씨마1020패션쇼핑몰,19991004,,4,직권취소,,032 3205000,15001.3,,경기도 부천시 부일로 223 (상동),경기도 부천시상동 461호,14623,37.4887590,126.7553017,쇼핑센터,178293.171578447    ,442988.573961638    ,대규모점포
부천시,(주)신세계 이마트 중동점,20080103,,4,직권취소,,718-1234,12833.18,,"경기도 부천시 석천로 188 (중동,(주)신세계 이마트 중동점)",경기도 부천시중동 1157번지 (주)신세계 이마트 중동점,420020,37.5039855,126.7639144,대형마트,179059.890483458    ,444675.16067003     ,대규모점포
부천시,(주)지에스리테일GS수퍼 부천송내점,20120126,,3,폐업처리,20210312,,661.66,422819,경기도 부천시 경인로 82 (송내동),경기도 부천시 송내2동 389번지 5호,422819,37.4835012694,126.7643605526,구분없음,179085.16783116     ,442396.413886525    ,준대규모점포
부천시,(주)지에스리테일부천범박점,20111028,,3,폐업처리,20170410,032-710-9501,861.86,,"경기도 부천시 범안로 103 (범박동,(16-21))",경기도 부천시 범박동 16번지 12호 (16-21),422804,37.4726241,126.8094025,구분없음,183075.754923916    ,441187.521600142    ,준대규모점포
부천시,홈플러스 스토어즈(주)중동점,19960715,,3,폐업처리,20181107,032-351-2080,21128.14,,경기도 부천시 길주로 297 (중동),경기도 부천시 중동 1059번지,420020,37.5039537,126.7751900,대형마트,180054.748991771    ,444746.918341985    ,대규모점포
부천시,롯데쇼핑(주)롯데슈퍼삼정점,20111013,,3,폐업처리,20140917,0222905853,98,,경기도 부천시 중동로 403 (삼정동),경기도 부천시 삼정동 293번지 14호,421810,37.5157820,126.7697134,대형마트,179575.553586597    ,445984.079831943    ,준대규모점포
부천시,롯데쇼핑(주)롯데슈퍼송내점,20060816,,3,폐업처리,20201019,0222905853,4137,422816,경기도 부천시 경인로 71 (송내동),경기도 부천시 송내1동 352번지,422816,37.4843329192,126.7633004862,대형마트,179023.619317907    ,442495.533471247    ,대규모점포
부천시,롯데쇼핑(주) 롯데슈퍼 송내2동점,20141007,,3,폐업처리,20211013,,476,422819,경기도 부천시 중동로22번길 83 (송내동),경기도 부천시 송내동 382번지,422819,37.4825280741,126.7687586112,구분없음,179495.465521972    ,442328.254615689    ,준대규모점포
부천시,리베르떼,20030203,,2,휴업처리,,032 651 6233,5582,,경기도 부천시 부천로 11 (심곡동),경기도 부천시심곡동 175번지 6호   ,14637,37.4853980,126.7824599,쇼핑센터,180695.719993375    ,442611.273044422    ,
부천시,(주)GS리테일GS스퀘어부천점,20050601,,2,휴업처리,,,41622.46,,경기도 부천시 길주로 300 (중동),경기도 부천시중동 1140호   ,14548,37.5024850,126.7751605,백화점,180053.344768654    ,444507.864924505    ,
부천시,부천농축수산물유통센타,20041101,,2,휴업처리,,,19840,,,경기도 부천시소사본동 133번지 14호   ,14694,37.4785135,126.7969060,그 밖의 대규모점포,,,
부천시,부천지하상가,20041021,,2,휴업처리,,,4376,,경기도 부천시 자유로 43-8 (심곡본동),경기도 부천시심곡본동 544호   ,14709,37.4837639,126.7806896,그 밖의 대규모점포,180538.505430165    ,442427.9256108      ,
부천시,(주)세이브존아이앤시 부천상동점,20050601,,2,휴업처리,,,7769.7,,경기도 부천시 길주로 105 (상동),경기도 부천시상동 535번지 5호   ,14542,37.5063161,126.7537735,대형마트,178164.089566767    ,444938.814269743    ,
부천시,광성상가,20050228,,2,휴업처리,,032 6845767,3384,,경기도 부천시 옥산로138번길 30 (춘의동),경기도 부천시춘의동 127호   ,14527,37.5054800,126.7818580,그 밖의 대규모점포,180647.099198885    ,444839.456807422    ,
부천시,(주)GS리테일GS스퀘어부천점,20050601,,2,휴업처리,,,41622.46,,경기도 부천시 길주로 300 (중동),경기도 부천시중동 1140호   ,14548,37.5024850,126.7751605,백화점,180053.344768654    ,444507.864924505    ,
부천시,농축수산물유통센터,20051229,,2,휴업처리,,,13419,,,경기도 부천시소사본동 133번지 14호   ,14694,37.4785135,126.7969060,그 밖의 대규모점포,,,
부천시,삼성테스코(주)홈플러스 부천상동점,20041104,,2,휴업처리,,032 650 8000,21418,,경기도 부천시 길주로 118 (상동),경기도 부천시상동 540번지 1호   ,14545,37.5042283,126.7549340,대형마트,178267.428296201    ,444706.144870606    ,
부천시,월마트슈퍼센터 중동점,20050601,,2,휴업처리,,032320 0114,13770.32,,경기도 부천시 석천로 188 (중동),경기도 부천시중동 1157호   ,14547,37.5039855,126.7639144,대형마트,179059.890483458    ,444675.16067003     ,
부천시,롯데쇼핑(주)롯데슈퍼 송내점,20020617,,2,휴업처리,,032  6143111,3149.27,,,경기도 부천시송내동 352호   ,,37.4843162,126.7635814,대형마트,179023.619317907    ,442495.533471247    ,
부천시,(주)GS리테일GS스퀘어부천점,20050601,,2,휴업처리,,,41622.46,,경기도 부천시 길주로 300 (중동),경기도 부천시중동 1140호   ,14548,37.5024850,126.7751605,백화점,180053.344768654    ,444507.864924505    ,
부천시,드림모아,20030807,,2,휴업처리,,032329 7000,7769,,경기도 부천시 상동로 108 (상동),경기도 부천시상동 535번지 4호   ,14542,37.5067036,126.7538061,대형마트,178165.41102725     ,444979.594602927    ,
부천시,(주)세이브존아이앤씨 부천상동점,20040506,,2,휴업처리,,032329 7000,7769,,,"경기도 부천시상동 535번지호 5,6,7호  ",,,,대형마트,,,
부천시,(주)GS리테일GS스퀘어부천점,20050601,,2,휴업처리,,,41622.46,,경기도 부천시 길주로 300 (중동),경기도 부천시중동 1140호   ,14548,37.5024850,126.7751605,백화점,180053.344768654    ,444507.864924505    ,
성남시,일렉트로마트 판교점,20160321,,5,영업개시전,,02-380-9396,3692,13530,"경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)",경기도 성남시 분당구 백현동 531번지,13530,37.3958459703,127.1090625815,전문점,209511.303885931    ,432604.40297927     ,대규모점포
성남시,홈플러스(주) 익스프레스 수진점,20130614,,1,정상영업,,031-723-8545,291.9,,경기도 성남시 수정구 수정로 140 (수진동),경기도 성남시 수정구 수진동 2번지,461180,37.4417929787,127.1357061317,구분없음,211935.912354932    ,437751.740876423    ,준대규모점포
성남시,미래타운제1종합시장,19941202,,1,정상영업,,0342 7017007,,,경기도 성남시 분당구 불정로386번길 10 (서현동),경기도 성남시분당구 서현동 307호   ,13587,37.3731173,127.1379296,그 밖의 대규모점포,212152.341107485    ,430133.858908997    ,
성남시,홈플러스(주) 익스프레스 푸른마을점,20130614,,1,정상영업,,031-726-8546,385.85,,경기도 성남시 분당구 불정로 255 (수내동),경기도 성남시 분당구 수내동 83번지 3호,463020,37.3669317506,127.1264238083,구분없음,211126.322091631    ,429438.144792554    ,준대규모점포
성남시,GS수퍼마켓 미래점,20110811,,1,정상영업,,031-701-1913,670,,"경기도 성남시 분당구 불정로376번길 37 (서현동,(312-4))",경기도 성남시 분당구 서현동 312번지 3호 (312-4),463819,37.3715930,127.1393493,구분없음,212277.21202208     ,429964.013853484    ,준대규모점포
성남시,AK PLAZA,19990906,,1,정상영업,,003107808322,35453.64,463721,경기도 성남시 분당구 황새울로360번길 42 (서현동),경기도 성남시 분당구 서현동 263번지 삼성플라자,463721,37.3851007981,127.1227076252,백화점,210853.833466798    ,431447.85813153     ,대규모점포
성남시,현대백화점 판교점,20150414,,1,정상영업,,070-7204-9702,59887.88,13529,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점판교점)",경기도 성남시 분당구 백현동 541번지,13529,37.3927822598,127.1120948679,백화점,209850.446960528    ,432304.149379043    ,대규모점포
성남시,(주)이마트분당점,19980917,,1,정상영업,,031-710-1234,7772.51,,경기도 성남시 분당구 불정로 134 (정자동),경기도 성남시분당구 정자동 211호,13605,37.3587980632,127.1197565645,대형마트,210542.529800466    ,428535.664844133    ,대규모점포
성남시,코끼리상가,19961220,,1,정상영업,,031 7140212,4128.21,,경기도 성남시 분당구 내정로166번길 7-6 (수내동),경기도 성남시분당구 수내동 56호,13599,37.3727573,127.1206558,시장,210620.844064672    ,430091.101912817    ,
성남시,동신종합시장,19930714,,1,정상영업,,031-711-8628,5931.95,,경기도 성남시 분당구 돌마로 361 (수내동),경기도 성남시 분당구 수내동 63번지 2호,463020,37.3705296,127.1228763,시장,210818.818495558    ,429844.390589942    ,
성남시,롯데쇼핑(주)롯데슈퍼분당이매점,20100824,,1,정상영업,,02-2290-5823,300.2,,경기도 성남시 분당구 양현로94번길 15 (이매동),경기도 성남시 분당구 이매동 120번지 4호,463060,37.3914204339,127.1258504357,구분없음,211079.124182939    ,432158.013981543    ,준대규모점포
성남시,홈플러스(주) 익스프레스 분당동판교점,20120427,,1,정상영업,,031-8016-8543,482.5,,"경기도 성남시 분당구 동판교로 59, B101호 (백현동)",경기도 성남시 분당구 백현동 551번지   B101호,463420,37.3883301118,127.1150549280,구분없음,210115.085178947    ,431815.870958616    ,준대규모점포
성남시,니즈,20051201,,1,정상영업,,031  7291000,11615.33,,경기도 성남시 중원구 성남대로 1136 (성남동),경기도 성남시중원구 성남동 3499호,13365,37.4313045,127.1297071,그 밖의 대규모점포,211415.246751948    ,436591.639138549    ,
성남시,롯데쇼핑(주)롯데슈퍼분당서현점,20110923,,1,정상영업,,781-5601,915.7,,"경기도 성남시 분당구 중앙공원로40번길 42, 49동 지층2호호 (서현동,우성종합상가)",경기도 성남시 분당구 서현동 94번지 3호 우성종합상가  49동 지층2호호,463050,37.3781816137,127.1323770093,구분없음,211634.947468641    ,430700.43371996     ,준대규모점포
성남시,성남중앙지하시장,19950906,,1,정상영업,,0342 7216111,,,,경기도 성남시수정구 신흥동 2467호 외 10필지  ,,,,그 밖의 대규모점포,213244.090085184    ,437927.010144634    ,
성남시,AK PLAZA 분당점,19971006,,1,정상영업,,031-779-3500,36532.47,13591,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)",경기도 성남시 분당구 서현동 263번지,13591,37.3851007981,127.1227076252,백화점,210853.833466798    ,431447.85813153     ,대규모점포
성남시,CGV Square,20060908,,1,정상영업,,031-728-5802,13385.2,,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시 분당구 구미동 159번지,463500,37.3399823,127.1069049,그 밖의 대규모점포,209409.160207927    ,426451.358939753    ,대규모점포
성남시,세이브존 성남점,20050920,,1,정상영업,,031-737-8603,13715.2,,경기도 성남시 수정구 산성대로 337 (신흥동),경기도 성남시수정구 신흥동 2463번지 5호,13272,37.4439089,127.1532896,그 밖의 대규모점포,213499.470806601    ,437994.888729555    ,대규모점포
성남시,현대시장,19741211,,1,정상영업,,0342 7532828,,,경기도 성남시 수정구 수정북로 18 (태평동),경기도 성남시수정구 태평동 3683호   ,13305,37.4416366,127.1319054,그 밖의 대규모점포,211608.748314134    ,437736.403897525    ,
성남시,야탑에이스코아시장,19970829,,1,정상영업,,0342 7028170,,,경기도 성남시 분당구 야탑로 64 (야탑동),경기도 성남시분당구 야탑동 502호   ,13520,37.4093872,127.1257394,그 밖의 대규모점포,211065.544875713    ,434158.249686234    ,
성남시,분당종합시장,19961019,,1,정상영업,,031-716-9814,4017.97,,,경기도 성남시 분당구 수내동,463020,,,시장,,,
성남시,홈플러스(주) 익스프레스 서현점,20130614,,1,정상영업,,031-781-8547,260,,경기도 성남시 분당구 불정로 382 (서현동),경기도 성남시 분당구 서현동 306번지 1호,463050,37.3741672907,127.1371854696,구분없음,212079.053383154    ,430243.356013186    ,준대규모점포
성남시,현대시장,19920703,,1,정상영업,,0342 7011240,,,경기도 성남시 분당구 중앙공원로40번길 8 (서현동),경기도 성남시분당구 서현동 94호   ,13589,37.3796402,127.1301507,그 밖의 대규모점포,211462.754186616    ,430856.274957711    ,
성남시,뉴코아백화점,20020927,,1,정상영업,,0317803000,25571.68,,경기도 성남시 분당구 야탑로81번길 11 (야탑동),경기도 성남시분당구 야탑동 357-1호,13497,37.4103317,127.1272432,백화점,,,대규모점포
성남시,파미어스몰,20210408,,1,정상영업,,02-6959-7817,19968.31,13449,경기도 성남시 수정구 창업로 17 (시흥동),경기도 성남시 수정구 시흥동 288-2,13449,37.4122218664,127.0976885913,쇼핑센터,208613.865905314    ,434443.111416311    ,대규모점포
성남시,하대원시장,20061106,,1,정상영업,,031-721-5522,1260,13407,경기도 성남시 중원구 마지로 118 (하대원동),경기도 성남시 중원구 하대원동 266번지 1호 등 12필지,13407,37.4273891,127.1421507,시장,212517.471259378    ,436158.853830559    ,대규모점포
성남시,GS수퍼마켓 분당시범단지점,20110811,,1,정상영업,,031-781-2141,555,,"경기도 성남시 분당구 중앙공원로31번길 42 (서현동,서현파크 제158호,제159호)","경기도 성남시 분당구 서현동 89번지 서현파크 제158호,제159호",463050,37.3830060,127.1254367,구분없음,211043.779309531    ,431230.68949626     ,준대규모점포
성남시,홈플러스(주)익스프레스 이매점,20120410,,1,정상영업,,031-781-8540,268.4,463806,"경기도 성남시 분당구 판교로 434, 101~103호 (이매동)",경기도 성남시 분당구 이매동 131번지 2호  명건빌딩 101~103호,463806,37.4051720970,127.1219629534,구분없음,210727.682131948    ,433676.532394235    ,준대규모점포
성남시,현대시장,19741211,,1,정상영업,,031-753-2828,2338.32,,경기도 성남시 수정구 수정북로 18 (태평동),경기도 성남시 수정구 태평3동 3683번지,461193,37.4416366,127.1319054,시장,211608.748314134    ,437736.403897525    ,대규모점포
성남시,현대프라자시장,19960520,,1,정상영업,,031 7173044,,,경기도 성남시 분당구 돌마로 364 (수내동),경기도 성남시분당구 수내동 79번지 2   호   ,13600,37.3698982,127.1235978,그 밖의 대규모점포,,,
성남시,테마폴리스지하1층점,20050823,,1,정상영업,,003107250131,4575.76,,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시분당구 야탑동 341호,13497,37.4130257,127.1272138,그 밖의 대규모점포,211202.148849893    ,434560.911834998    ,
성남시,(주)이마트에브리데이 이매동점,20120214,,1,정상영업,,0317030074,745.28,463905,"경기도 성남시 분당구 양현로94번길 29, 이매동 이매촌상가동비01호 (이매동)",경기도 성남시 분당구 이매동 123번지 이매촌아파트 상가동 비01호,463905,37.3910647750,127.1273998968,구분없음,211174.949647003    ,432260.868907152    ,준대규모점포
성남시,홈플러스(주) 익스프레스 분당정자점,20130614,,1,정상영업,,031-717-8531,307.8,,"경기도 성남시 분당구 내정로 58 (정자동,스포라이프 스포츠센터 101~105)",경기도 성남시 분당구 정자동 117번지 1호  스포라이프 스포츠센터 101~105,463010,37.3653635126,127.1152287526,구분없음,210134.637941368    ,429264.635322598    ,준대규모점포
성남시,단대마트시장,19931105,,1,정상영업,,0342 7498982,,,,경기도 성남시중원구 금광동 10호   ,13180,37.4445515,127.1580144,그 밖의 대규모점포,213918.08132177     ,438064.646460358    ,
